time,flow,temp,salt
1996-05-29,0.607,14.7291666667,0
1996-05-30,0.58,16.928125,0
1996-05-31,0.528,17.6130208333,0
1996-06-01,0.487,16.5453125,0
1996-06-02,0.473,15.0895833333,0
1996-06-03,0.447,14.2015625,0
1996-06-04,0.447,16.01875,0
1996-06-05,0.408,19.0104166667,0
1996-06-06,0.408,21.540625,0
1996-06-07,0.397,23.3520833333,0
1996-06-08,0.398,23.1755208333,0
1996-06-09,0.424,22.4739583333,0
1996-06-10,0.389,21.7479166667,0
1996-06-11,0.388,20.1838541667,0
1996-06-12,0.378,18.6182291667,0
1996-06-13,0.378,16.6265625,0
1996-06-14,0.378,14.746875,0
1996-06-15,0.378,14.21875,0
1996-06-16,0.366,15.4557291667,0
1996-06-17,0.366,16.7473958333,0
1996-06-18,0.355,16.3453125,0
1996-06-19,0.353,15.0015625,0
1996-06-20,0.366,13.5197916667,0
1996-06-21,0.378,11.8583333333,0
1996-06-22,0.366,11.6515625,0
1996-06-23,0.407,12.0609375,0
1996-06-24,0.378,12.2895833333,0
1996-06-25,0.366,13.1671875,0
1996-06-26,0.366,13.6458333333,0
1996-06-27,0.353,15.1119791667,0
1996-06-28,0.364,15.1734375,0
1996-06-29,0.353,14.90625,0
1996-06-30,0.388,14.9973958333,0
1996-07-01,0.397,13.7510416667,0
1996-07-02,0.403,14.6854166667,0
1996-07-03,0.408,15.6994791667,0
1996-07-04,0.389,15.6510416667,0
1996-07-05,0.414,15.7317708333,0
1996-07-06,0.453,14.8348958333,0
1996-07-07,0.449,13.6729166667,0
1996-07-08,0.426,13.5255208333,0
1996-07-09,0.41,13.7791666667,0
1996-07-10,0.409,14.840625,0
1996-07-11,0.448,16.4515625,0
1996-07-12,0.458,17.6015625,0
1996-07-13,0.425,18.6661458333,0
1996-07-14,0.409,18.8671875,0
1996-07-15,0.409,17.5369791667,0
1996-07-16,0.397,16.7125,0
1996-07-17,0.397,15.5296875,0
1996-07-18,0.389,14.9223958333,0
1996-07-19,0.389,15.7265625,0
1996-07-20,0.379,16.9869791667,0
1996-07-21,0.379,18.8151041667,0
1996-07-22,0.379,20.0479166667,0
1996-07-23,0.367,19.4994791667,0
1996-07-24,0.367,18.4572916667,0
1996-07-25,0.424,17.2510416667,0
1996-07-26,0.456,16.609375,0
1996-07-27,0.407,17.4104166667,0
1996-07-28,0.398,18.1958333333,0
1996-07-29,0.392,18.64375,0
1996-07-30,0.389,18.7192708333,0
1996-07-31,0.378,18.9921875,0
1996-08-01,0.378,18.5786458333,0
1996-08-02,0.378,18.1223958333,0
1996-08-03,0.366,17.5541666667,0
1996-08-04,0.366,17.2380208333,0
1996-08-05,0.353,17.4552083333,0
1996-08-06,0.353,17.7390625,0
1996-08-07,0.353,17.840625,0
1996-08-08,0.353,18.79375,0
1996-08-09,0.353,19.7359375,0
1996-08-10,0.346,20,0
1996-08-11,0.378,19.7286458333,0
1996-08-12,0.378,18.2765625,0
1996-08-13,0.51,17.0572916667,0
1996-08-14,0.416,16.4447916667,0
1996-08-15,0.394,16.4947916667,0
1996-08-16,0.413,16.5057291667,0
1996-08-17,0.395,17.171875,0
1996-08-18,0.394,18.68125,0
1996-08-19,0.384,20.3796875,0
1996-08-20,0.382,20.8875,0
1996-08-21,0.372,20.5223958333,0
1996-08-22,0.372,19.6880208333,0
1996-08-23,0.929,18.2114583333,0
1996-08-24,0.639,17.6447916667,0
1996-08-25,0.559,16.984375,0
1996-08-26,0.505,16.2572916667,0
1996-08-27,0.448,15.4171875,0
1996-08-28,0.425,14.653125,0
1996-08-29,0.549,14.4177083333,0
1996-08-30,11.264,13.7520833333,0
1996-08-31,7.469,13.3609375,0
1996-09-01,4.232,13.4697916667,0
1996-09-02,2.641,13.4520833333,0
1996-09-03,1.55,13.8744791667,0
1996-09-04,1.039,14.4369791667,0
1996-09-05,0.804,13.9473958333,0
1996-09-06,0.65,12.8614583333,0
1996-09-07,0.543,11.8229166667,0
1996-09-08,0.509,10.915625,0
1996-09-09,0.478,11.0182291667,0
1996-09-10,0.446,11.4932291667,0
1996-09-11,0.447,11.5635416667,0
1996-09-12,0.424,11.5166666667,0
1996-09-13,0.539,11.8401041667,0
1996-09-14,0.553,11.821875,0
1996-09-15,0.5,11.5822916667,0
1996-09-16,0.5,11.3838541667,0
1996-09-17,0.5,10.7020833333,0
1996-09-18,0.472,10.7708333333,0
1996-09-19,0.472,10.8692708333,0
1996-09-20,0.446,11.1265625,0
1996-09-21,0.446,11.0776041667,0
1996-09-22,0.446,10.6890625,0
1996-09-23,0.423,10.7473958333,0
1996-09-24,0.423,11.0223958333,0
1996-09-25,0.423,11.6057291667,0
1996-09-26,0.423,12.2510416667,0
1996-09-27,0.407,12.8760416667,0
1996-09-28,0.553,13.3489583333,0
1996-09-29,0.473,14.4317708333,0
1996-09-30,0.473,13.9234375,0
1996-10-01,0.501,13.0505208333,0
1996-10-02,2.501,12.053125,0
1996-10-03,2.571,10.575,0
1996-10-04,1.644,10.0213541667,0
1996-10-05,1.141,9.5828125,0
1996-10-06,0.975,9.475,0
1996-10-07,0.755,9.4625,0
1996-10-08,0.679,9.7421875,0
1996-10-09,0.611,10.3953125,0
1996-10-10,0.567,10.9135416667,0
1996-10-11,0.533,11.0708333333,0
1996-10-12,0.506,11.90625,0
1996-10-13,0.505,12.6942708333,0
1996-10-14,0.477,13.0765625,0
1996-10-15,0.476,12.4875,0
1996-10-16,0.5,11.2447916667,0
1996-10-17,0.5,9.8416666667,0
1996-10-18,0.472,9.1645833333,0
1996-10-19,0.472,9.6541666667,0
1996-10-20,0.5,10.628125,0
1996-10-21,0.766,10.8125,0
1996-10-22,3.29,10.4015625,0
1996-10-23,2.302,9.95,0
1996-10-24,1.578,9.3380208333,0
1996-10-25,1.12,9.7578125,0
1996-10-26,0.92,10.1260416667,0
1996-10-27,0.767,11.1348958333,0
1996-10-28,3.709,11.3572916667,0
1996-10-29,2.393,10.7359375,0
1996-10-30,2.41,10.425,0
1996-10-31,2.118,9.7375,0
1996-11-01,2.863,10.2916666667,0
1996-11-02,5.105,11.6020833333,0
1996-11-03,3.45,12.6067708333,0
1996-11-04,2.543,12.559375,0
1996-11-05,2.19,11.821875,0
1996-11-06,1.783,10.8125,0
1996-11-07,1.803,9.3848958333,0
1996-11-08,3.136,8.7661458333,0
1996-11-09,3.284,8.0864583333,0
1996-11-10,2.435,8.06875,0
1996-11-11,1.93,8.5296875,0
1996-11-12,1.477,8.0484375,0
1996-11-13,1.217,6.590625,0
1996-11-14,1.048,4.5640625,0
1996-11-15,0.931,3.0223958333,0
1996-11-16,0.874,2.1203125,0
1996-11-17,0.821,1.978125,0
1996-11-18,0.785,2.5151041667,0
1996-11-19,0.754,3.2557291667,0
1996-11-20,0.754,3.3994791667,0
1996-11-21,1.023,3.5505208333,0
1996-11-22,0.907,2.8395833333,0
1996-11-23,0.957,1.696875,0
1996-11-24,0.961,1.3890625,0
1996-11-25,0.877,1.9682291667,0
1996-11-26,0.97,2.1125,0
1996-11-27,1.186,2.0015625,0
1996-11-28,1.39,2.0328125,0
1996-11-29,1.272,2.1385416667,0
1996-11-30,1.346,2.7520833333,0
1996-12-01,2.676,4.0765625,0
1996-12-02,3.427,4.8333333333,0
1996-12-03,4.5,5.6744791667,0
1996-12-04,5.699,6.3645833333,0
1996-12-05,4.739,5.959375,0
1996-12-06,3.263,5.1484375,0
1996-12-07,2.317,3.2140625,0
1996-12-08,1.676,1.628125,0
1996-12-09,1.307,0.3546875,0
1996-12-10,1.139,0.1,0
1996-12-11,0.953,0.1,0
1996-12-12,0.832,0.1140625,0
1996-12-13,0.762,0.1,0
1996-12-14,0.735,0.6020833333,0
1996-12-15,0.639,1.3078125,0
1996-12-16,0.639,1.6583333333,0
1996-12-17,0.587,3.771875,0
1996-12-18,0.632,4.978125,0
1996-12-19,0.596,4.7510416667,0
1996-12-20,0.708,3.809375,0
1996-12-21,0.678,1.8677083333,0
1996-12-22,0.71,0.1,0
1996-12-23,0.708,0.1,0
1996-12-24,0.684,0.1,0
1996-12-25,0.601,0.1,0
1996-12-26,0.584,0.1,0
1996-12-27,0.504,0.1,0
1996-12-28,0.53,0.1,0
1996-12-29,0.554,0.1,0
1996-12-30,0.554,0.1,0
1996-12-31,0.537,0.1,0
1997-01-01,0.557,0.1,0
1997-01-02,0.672,0.1,0
1997-01-03,0.553,0.1,0
1997-01-04,0.553,0.1,0
1997-01-05,0.5,0.1,0
1997-01-06,0.472,0.1,0
1997-01-07,0.446,0.1,0
1997-01-08,0.446,0.1,0
1997-01-09,0.446,0.1,0
1997-01-10,0.446,0.1,0
1997-01-11,0.423,0.1,0
1997-01-12,0.423,0.1,0
1997-01-13,0.423,0.1,0
1997-01-14,0.422,0.1,0
1997-01-15,0.418,0.8614583333,0
1997-01-16,0.415,1.6380208333,0
1997-01-17,0.421,2.0182291667,0
1997-01-18,0.419,2.925,0
1997-01-19,0.418,3.60625,0
1997-01-20,0.48,3.4166666667,0
1997-01-21,0.533,3.9291666667,0
1997-01-22,0.474,4.5854166667,0
1997-01-23,0.453,5.0359375,0
1997-01-24,0.448,4.7390625,0
1997-01-25,0.447,3.7598958333,0
1997-01-26,0.435,2.0635416667,0
1997-01-27,0.43,0.4734375,0
1997-01-28,0.425,0.6619791667,0
1997-01-29,0.421,0.7875,0
1997-01-30,0.418,1.5833333333,0
1997-01-31,0.419,2.1057291667,0
1997-02-01,0.423,1.4802083333,0
1997-02-02,0.423,1.1244791667,0
1997-02-03,0.423,1.0203125,0
1997-02-04,0.407,1.5755208333,0
1997-02-05,1.046,2.4307291667,0
1997-02-06,1.443,3.7296875,0
1997-02-07,0.908,4.7203125,0
1997-02-08,0.755,5.8822916667,0
1997-02-09,0.74,7.2333333333,0
1997-02-10,0.73,7.184375,0
1997-02-11,1.239,8.1005208333,0
1997-02-12,0.85,7.6109375,0
1997-02-13,6.597,6.5963541667,0
1997-02-14,10.927,5.7848958333,0
1997-02-15,5.941,4.1890625,0
1997-02-16,3.166,3.815625,0
1997-02-17,2.094,4.6802083333,0
1997-02-18,1.512,5.5833333333,0
1997-02-19,3.797,6.78125,0
1997-02-20,3.383,8.0432291667,0
1997-02-21,2.389,8.5098958333,0
1997-02-22,2.096,9.4057291667,0
1997-02-23,1.684,9.9958333333,0
1997-02-24,1.467,10.553125,0
1997-02-25,2.26,10.4182291667,0
1997-02-26,3.954,9.6859375,0
1997-02-27,3.92,9.5484375,0
1997-02-28,3.407,9.4958333333,0
1997-03-01,2.48,10.2671875,0
1997-03-02,1.774,10.703125,0
1997-03-03,1.481,10.2130208333,0
1997-03-04,1.121,9.6557291667,0
1997-03-05,0.974,8.303125,0
1997-03-06,0.838,8.7427083333,0
1997-03-07,0.767,8.95625,0
1997-03-08,0.701,8.871875,0
1997-03-09,0.641,9.8557291667,0
1997-03-10,0.581,9.0197916667,0
1997-03-11,0.562,8.9390625,0
1997-03-12,0.528,9.3213541667,0
1997-03-13,0.527,8.8604166667,0
1997-03-14,0.5,9.6401041667,0
1997-03-15,0.5,10.0973958333,0
1997-03-16,0.553,9.9604166667,0
1997-03-17,0.566,9.8296875,0
1997-03-18,0.551,8.946875,0
1997-03-19,0.726,7.0140625,0
1997-03-20,1.187,5.7192708333,0
1997-03-21,1.301,4.3770833333,0
1997-03-22,1.126,3.9213541667,0
1997-03-23,0.994,4.7166666667,0
1997-03-24,0.937,5.025,0
1997-03-25,0.795,6.5770833333,0
1997-03-26,0.71,8.7526041667,0
1997-03-27,0.655,9.215625,0
1997-03-28,0.603,9.2619791667,0
1997-03-29,0.646,9.0552083333,0
1997-03-30,0.59,7.7239583333,0
1997-03-31,0.588,8.0458333333,0
1997-04-01,0.558,8.6578125,0
1997-04-02,0.554,8.4072916667,0
1997-04-03,0.527,7.6828125,0
1997-04-04,0.527,7.1489583333,0
1997-04-05,0.527,6.4989583333,0
1997-04-06,2.867,5.7270833333,0
1997-04-07,2.56,6.4546875,0
1997-04-08,1.724,6.9588541667,0
1997-04-09,1.219,7.6119791667,0
1997-04-10,0.939,8.1932291667,0
1997-04-11,0.79,7.578125,0
1997-04-12,0.677,6.6963541667,0
1997-04-13,0.607,6.6234375,0
1997-04-14,0.554,6.6692708333,0
1997-04-15,0.528,6.6427083333,0
1997-04-16,0.501,6.9442708333,0
1997-04-17,0.5,6.4875,0
1997-04-18,0.472,6.434375,0
1997-04-19,0.472,6.1932291667,0
1997-04-20,0.446,5.5651041667,0
1997-04-21,0.446,4.9572916667,0
1997-04-22,0.423,4.7588541667,0
1997-04-23,0.423,6.0661458333,0
1997-04-24,0.423,7.728125,0
1997-04-25,0.407,9.3307291667,0
1997-04-26,0.437,10.5328125,0
1997-04-27,0.446,11.2145833333,0
1997-04-28,0.564,10.9942708333,0
1997-04-29,0.527,10.9630208333,0
1997-04-30,2.357,11.18125,0
1997-05-01,2.206,11.8338541667,0
1997-05-02,1.561,13.6364583333,0
1997-05-03,1.12,15.2989583333,0
1997-05-04,0.882,15.8713541667,0
1997-05-05,0.742,14.4921875,0
1997-05-06,1.17,11.446875,0
1997-05-07,2.632,9.0494791667,0
1997-05-08,3.313,8.0994791667,0
1997-05-09,2.453,8.6984375,0
1997-05-10,1.971,10.8489583333,0
1997-05-11,1.408,12.3369791667,0
1997-05-12,1.16,13.7802083333,0
1997-05-13,0.941,14.615625,0
1997-05-14,0.797,15.1270833333,0
1997-05-15,0.689,16.5072916667,0
1997-05-16,0.621,17.8276041667,0
1997-05-17,0.589,18.1572916667,0
1997-05-18,0.553,18.7796875,0
1997-05-19,0.579,17.66875,0
1997-05-20,0.527,15.6223958333,0
1997-05-21,0.527,14.0442708333,0
1997-05-22,0.601,12.0151041667,0
1997-05-23,0.725,10.6989583333,0
1997-05-24,0.586,10.5395833333,0
1997-05-25,0.581,11.1588541667,0
1997-05-26,0.554,11.5890625,0
1997-05-27,0.554,11.9619791667,0
1997-05-28,0.528,12.0973958333,0
1997-05-29,0.5,12.3484375,0
1997-05-30,0.472,12.5520833333,0
1997-05-31,0.472,13.0135416667,0
1997-06-01,0.447,13.7151041667,0
1997-06-02,0.446,14.53125,0
1997-06-03,0.423,15.7104166667,0
1997-06-04,0.423,17.4838541667,0
1997-06-05,0.407,18.8557291667,0
1997-06-06,0.407,20.1703125,0
1997-06-07,0.396,19.9338541667,0
1997-06-08,0.396,19.3234375,0
1997-06-09,0.462,19.13125,0
1997-06-10,0.396,18.7026041667,0
1997-06-11,0.396,19.1114583333,0
1997-06-12,0.432,19.3890625,0
1997-06-13,0.401,18.4401041667,0
1997-06-14,0.5,16.8932291667,0
1997-06-15,0.542,16.06875,0
1997-06-16,0.502,15.2739583333,0
1997-06-17,0.447,14.5552083333,0
1997-06-18,0.424,14.8578125,0
1997-06-19,0.424,14.8479166667,0
1997-06-20,0.408,14.7864583333,0
1997-06-21,0.413,15.0145833333,0
1997-06-22,0.407,14.4421875,0
1997-06-23,0.407,14.0375,0
1997-06-24,0.432,13.3578125,0
1997-06-25,0.407,13.4046875,0
1997-06-26,0.407,13.859375,0
1997-06-27,0.407,14.7166666667,0
1997-06-28,0.423,15.3921875,0
1997-06-29,0.407,15.4296875,0
1997-06-30,0.407,15.5651041667,0
1997-07-01,0.408,15.3692708333,0
1997-07-02,0.408,15.8302083333,0
1997-07-03,0.408,16.0640625,0
1997-07-04,0.397,16.0671875,0
1997-07-05,0.389,15.90625,0
1997-07-06,0.397,15.9401041667,0
1997-07-07,0.389,15.9791666667,0
1997-07-08,0.388,16.325,0
1997-07-09,0.388,17.009375,0
1997-07-10,0.388,17.8182291667,0
1997-07-11,0.378,19.0510416667,0
1997-07-12,0.378,19.9494791667,0
1997-07-13,0.378,20.2703125,0
1997-07-14,0.378,19.8598958333,0
1997-07-15,0.366,19.05625,0
1997-07-16,0.366,18.2859375,0
1997-07-17,0.378,17.6348958333,0
1997-07-18,0.378,17.3880208333,0
1997-07-19,0.391,16.9291666667,0
1997-07-20,0.378,16.7234375,0
1997-07-21,0.381,17.2677083333,0
1997-07-22,0.379,17.4567708333,0
1997-07-23,0.379,18.1395833333,0
1997-07-24,0.367,18.3020833333,0
1997-07-25,0.367,18.2802083333,0
1997-07-26,0.396,18.184375,0
1997-07-27,0.379,17.7921875,0
1997-07-28,0.378,18.028125,0
1997-07-29,0.368,18.4145833333,0
1997-07-30,0.366,17.7765625,0
1997-07-31,0.353,17.3916666667,0
1997-08-01,0.396,17.5609375,0
1997-08-02,0.396,17.0515625,0
1997-08-03,0.388,18.3036458333,0
1997-08-04,0.388,19.7432291667,0
1997-08-05,0.378,20.5880208333,0
1997-08-06,0.366,21.3677083333,0
1997-08-07,0.361,21.8276041667,0
1997-08-08,0.353,22.1880208333,0
1997-08-09,0.353,22.4,0
1997-08-10,0.346,23.1744791667,0
1997-08-11,0.341,23.5567708333,0
1997-08-12,0.341,23.6182291667,0
1997-08-13,0.341,23.2208333333,0
1997-08-14,0.341,21.8734375,0
1997-08-15,0.341,20.946875,0
1997-08-16,0.353,20.4135416667,0
1997-08-17,0.341,20.4390625,0
1997-08-18,0.341,20.4880208333,0
1997-08-19,0.341,20.3526041667,0
1997-08-20,0.341,20.3963541667,0
1997-08-21,0.341,20.0161458333,0
1997-08-22,0.341,20.9984375,0
1997-08-23,0.366,22.0036458333,0
1997-08-24,0.353,23.0958333333,0
1997-08-25,0.353,22.9364583333,0
1997-08-26,0.341,22.1734375,0
1997-08-27,0.353,20.3223958333,0
1997-08-28,0.396,18.0776041667,0
1997-08-29,0.388,17.190625,0
1997-08-30,0.366,17.2088541667,0
1997-08-31,0.356,18.4916666667,0
1997-09-01,0.355,18.4416666667,0
1997-09-02,0.376,18.465625,0
1997-09-03,0.379,17.8666666667,0
1997-09-04,0.354,17.0442708333,0
1997-09-05,0.354,17.0447916667,0
1997-09-06,0.354,16.5161458333,0
1997-09-07,0.354,16.0661458333,0
1997-09-08,0.366,15.2802083333,0
1997-09-09,0.353,14.4171875,0
1997-09-10,0.353,14.5755208333,0
1997-09-11,0.341,14.8177083333,0
1997-09-12,0.341,14.2567708333,0
1997-09-13,0.343,13.8729166667,0
1997-09-14,0.341,13.2713541667,0
1997-09-15,0.341,12.721875,0
1997-09-16,0.341,13.5411458333,0
1997-09-17,0.341,15.0427083333,0
1997-09-18,0.341,15.3385416667,0
1997-09-19,0.341,14.3875,0
1997-09-20,0.341,13.0234375,0
1997-09-21,0.341,11.5911458333,0
1997-09-22,0.341,11.3348958333,0
1997-09-23,0.33,11.4265625,0
1997-09-24,0.33,12.0239583333,0
1997-09-25,0.341,12.8432291667,0
1997-09-26,0.33,12.9875,0
1997-09-27,0.33,13.4557291667,0
1997-09-28,0.33,13.6307291667,0
1997-09-29,0.33,13.7052083333,0
1997-09-30,0.33,14.7484375,0
1997-10-01,0.341,14.9125,0
1997-10-02,0.378,14.2265625,0
1997-10-03,0.353,13.7796875,0
1997-10-04,0.353,12.3552083333,0
1997-10-05,0.353,12.5567708333,0
1997-10-06,0.353,13.9760416667,0
1997-10-07,0.344,14.5088541667,0
1997-10-08,0.381,15.971875,0
1997-10-09,0.471,16.0229166667,0
1997-10-10,0.715,14.8640625,0
1997-10-11,0.962,13.3869791667,0
1997-10-12,0.682,11.0572916667,0
1997-10-13,0.536,9.3203125,0
1997-10-14,0.502,8.059375,0
1997-10-15,0.448,7.5239583333,0
1997-10-16,0.448,8.3140625,0
1997-10-17,0.428,9.7338541667,0
1997-10-18,0.418,11.5901041667,0
1997-10-19,0.409,12.1760416667,0
1997-10-20,0.402,10.4114583333,0
1997-10-21,0.396,7.8682291667,0
1997-10-22,0.396,5.1817708333,0
1997-10-23,0.396,4.1505208333,0
1997-10-24,0.388,4.7213541667,0
1997-10-25,0.388,5.6640625,0
1997-10-26,0.388,5.6875,0
1997-10-27,0.388,4.6010416667,0
1997-10-28,0.385,3.2145833333,0
1997-10-29,0.378,2.1140625,0
1997-10-30,0.378,1.7526041667,0
1997-10-31,0.378,1.821875,0
1997-11-01,0.378,1.3359375,0
1997-11-02,0.378,1.5723958333,0
1997-11-03,0.378,2.1317708333,0
1997-11-04,0.378,3.9854166667,0
1997-11-05,0.378,7.1713541667,0
1997-11-06,0.388,9.1463541667,0
1997-11-07,0.424,10.3890625,0
1997-11-08,0.396,10.6822916667,0
1997-11-09,0.396,10.1020833333,0
1997-11-10,0.446,9.2651041667,0
1997-11-11,0.446,8.8041666667,0
1997-11-12,0.446,7.9614583333,0
1997-11-13,0.447,6.7963541667,0
1997-11-14,0.447,6.5296875,0
1997-11-15,0.446,6.890625,0
1997-11-16,0.5,6.4104166667,0
1997-11-17,0.472,6.5854166667,0
1997-11-18,0.5,5.2916666667,0
1997-11-19,0.5,3.4244791667,0
1997-11-20,0.472,3.7828125,0
1997-11-21,0.472,2.8786458333,0
1997-11-22,0.446,2.8927083333,0
1997-11-23,0.423,3.3677083333,0
1997-11-24,0.407,3.0473958333,0
1997-11-25,0.407,4.0515625,0
1997-11-26,0.407,4.4119791667,0
1997-11-27,0.396,4.7932291667,0
1997-11-28,0.396,5.8020833333,0
1997-11-29,0.407,6.3770833333,0
1997-11-30,0.448,6.2359375,0
1997-12-01,0.424,5.3192708333,0
1997-12-02,0.424,3.3541666667,0
1997-12-03,0.424,1.6916666667,0
1997-12-04,0.423,0.7807291667,0
1997-12-05,0.423,0.9786458333,0
1997-12-06,0.407,1.4739583333,0
1997-12-07,0.426,2.0734375,0
1997-12-08,0.446,4.1291666667,0
1997-12-09,0.446,6.259375,0
1997-12-10,0.446,8.2979166667,0
1997-12-11,2.599,9.3375,0
1997-12-12,2.97,8.9078125,0
1997-12-13,6.007,7.5385416667,0
1997-12-14,3.882,5.2260416667,0
1997-12-15,2.391,2.5,0
1997-12-16,1.557,0.6291666667,0
1997-12-17,1.102,0.1,0
1997-12-18,0.907,0.7005208333,0
1997-12-19,0.771,2.4572916667,0
1997-12-20,0.656,3.2020833333,0
1997-12-21,0.638,2.8552083333,0
1997-12-22,0.55,2.559375,0
1997-12-23,0.507,3.8151041667,0
1997-12-24,0.502,6.3166666667,0
1997-12-25,1.397,8.1322916667,0
1997-12-26,2.028,8.9802083333,0
